"psuedo_sample_name"	"sample_name_backup"	"host_scientific_name"	"expedition_number"	"political_area"	"ocean_area"	"compartment_neutrality"	"compartment"	"neutrality"
"E7.17.Fav.spA.1.20150623.M_above"	"E7.17.Fav.spA.1.20150623.M"	"Dipsastraea sp_A"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Fav.spA.2.20150623.M_above"	"E7.17.Fav.spA.2.20150623.M"	"Dipsastraea sp_A"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Fav.spB.1.20150623.M_above"	"E7.17.Fav.spB.1.20150623.M"	"Dipsastraea sp_B"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Gon.edwa.1.20150623.M_above"	"E7.17.Gon.edwa.1.20150623.M"	"Goniastrea edwardsi"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Gon.edwa.2.20150623.M_above"	"E7.17.Gon.edwa.2.20150623.M"	"Goniastrea edwardsi"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Hyd.exce.1.20150620.M_above"	"E7.17.Hyd.exce.1.20150620.M"	"Hydnophora exesa"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Hyd.exes.1.20150622.M_above"	"E7.17.Hyd.exes.1.20150622.M"	"Hydnophora exesa"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Hyd.exes.2.20150622.M_above"	"E7.17.Hyd.exes.2.20150622.M"	"Hydnophora exesa"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Mer.ampl.1.20150621.M_above"	"E7.17.Mer.ampl.1.20150621.M"	"Merulina ampliata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Mer.ampl.3.20150621.M_above"	"E7.17.Mer.ampl.3.20150621.M"	"Merulina ampliata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Myc.elep.1.20150622.M_above"	"E7.17.Myc.elep.1.20150622.M"	"Echinophyllia aspera"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Pla.sine.2.20150622.M_above"	"E7.17.Pla.sine.2.20150622.M"	"Platygyra sinensis"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.17.Pla.sine.3.20150622.M_above"	"E7.17.Pla.sine.3.20150622.M"	"Platygyra sinensis"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.19.Lob.hemp.1.20150619.M_above"	"E7.19.Lob.hemp.1.20150619.M"	"Lobophyllia hemprichii"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.19.Lob.hemp.1.20150621.M_above"	"E7.19.Lob.hemp.1.20150621.M"	"Lobophyllia hemprichii"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.19.Lob.hemp.2.20150619.M_above"	"E7.19.Lob.hemp.2.20150619.M"	"Lobophyllia hemprichii"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.3.Por.loba.1.20150619.M_above"	"E7.3.Por.loba.1.20150619.M"	"Porites lobata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.3.Por.loba.2.20150619.M_above"	"E7.3.Por.loba.2.20150619.M"	"Porites lobata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.3.Por.loba.3.20150619.M_above"	"E7.3.Por.loba.3.20150619.M"	"Porites lobata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.3.Por.loba.4.20150619.M_above"	"E7.3.Por.loba.4.20150619.M"	"Porites lobata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.5.Gal.astr.1.20150622.M_above"	"E7.5.Gal.astr.1.20150622.M"	"Galaxea astreata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.5.Gal.fasc.1.20150621.M_above"	"E7.5.Gal.fasc.1.20150621.M"	"Galaxea fascicularis"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.5.Gal.fasc.1.20150622.M_above"	"E7.5.Gal.fasc.1.20150622.M"	"Galaxea fascicularis"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.6.Acr.hyac.1.20150622.M_above"	"E7.6.Acr.hyac.1.20150622.M"	"Acropora hyacinthus"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.6.Acr.hyac.2.20150622.M_above"	"E7.6.Acr.hyac.2.20150622.M"	"Acropora hyacinthus"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.6.Acr.hyac.3.20150622.M_above"	"E7.6.Acr.hyac.3.20150622.M"	"Acropora hyacinthus"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.6.Mon.aequ.1.20150620.M_above"	"E7.6.Mon.aequ.1.20150620.M"	"Montipora aequituberculata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.6.Mon.aequ.2.20150620.M_above"	"E7.6.Mon.aequ.2.20150620.M"	"Montipora aequituberculata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.6.Mon.aequ.3.20150620.M_above"	"E7.6.Mon.aequ.3.20150620.M"	"Montipora aequituberculata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.6.Mon.aequ.4.20150620.M_above"	"E7.6.Mon.aequ.4.20150620.M"	"Montipora aequituberculata"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.7.Pav.vari.1.20150622.M_above"	"E7.7.Pav.vari.1.20150622.M"	"Pavona varians"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.7.Pav.vari.1.20150623.M_above"	"E7.7.Pav.vari.1.20150623.M"	"Pavona varians"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"E7.7.Pav.vari.2.20150622.M_above"	"E7.7.Pav.vari.2.20150622.M"	"Pavona varians"	"E7"	"Australia"	"Eastern Indian"	"mucus_above"	"mucus"	"above"
"114-C161-M_above"	"C_161_M"	"Orbicella annularis"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"117-PC1-M_above"	"PC1_M"	"Montastraea cavernosa"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-012-C121-M_above"	"1256-012-C121-M"	"Orbicella faveolata"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-019-C123-M_above"	"1256-019-C123-M"	"Orbicella annularis"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-022-C127-M_above"	"1256-022-C127-M"	"Scolymia sp"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-025-C128-M_above"	"1256-025-C128-M"	"Scolymia sp"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-028-C129-M_above"	"1256-028-C129-M"	"Scolymia sp"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-040-C143-M_above"	"1256-040-C143-M"	"Stephanocoenia intersepta"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-043-C144-M_above"	"1256-043-C144-M"	"Stephanocoenia intersepta"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-046-C145-M_above"	"1256-046-C145-M"	"Stephanocoenia intersepta"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-049-C148-M_above"	"1256-049-C148-M"	"Diploria labyrinthiformis"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-056-C150-M_above"	"1256-056-C150-M"	"Diploria labyrinthiformis"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-059-C151-M_above"	"1256-059-C151-M"	"Siderastrea siderea"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-062-C152-M_above"	"1256-062-C152-M"	"Siderastrea siderea"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-064-C153-M_above"	"1256-064-C153-M"	"Siderastrea siderea"	"E5"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-068-C327-M_above"	"1256-068-C327-M"	"Montastraea cavernosa"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-071-C328-M_above"	"1256-071-C328-M"	"Montastraea cavernosa"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-101-PW164-M_above"	"1256-101-PW164-M"	"Pavona clavus"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-104-PW165-M_above"	"1256-104-PW165-M"	"Pavona clavus"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-107-PW166-M_above"	"1256-107-PW166-M"	"Tubastraea sp"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-110-PW167-M_above"	"1256-110-PW167-M"	"Tubastraea sp"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-113-PW168-M_above"	"1256-113-PW168-M"	"Pavona clavus"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-116-PW169-M_above"	"1256-116-PW169-M"	"Tubastraea sp"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-120-PW170-M_above"	"1256-120-PW170-M"	"Pavona clavus"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-123-PW171-M_above"	"1256-123-PW171-M"	"Gardineroseris planulata"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-126-PW172-M_above"	"1256-126-PW172-M"	"Gardineroseris planulata"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-129-PW174-M_above"	"1256-129-PW174-M"	"Pavona gigantea"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-132-PW175-M_above"	"1256-132-PW175-M"	"Porites panamensis"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-134-PW176-M_above"	"1256-134-PW176-M"	"Pavona gigantea"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-137-PW177-M_above"	"1256-137-PW177-M"	"Porites panamensis"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-140-PW178-M_above"	"1256-140-PW178-M"	"Porites panamensis"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-143-PW181-M_above"	"1256-143-PW181-M"	"Porites panamensis"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-145-PW182-M_above"	"1256-145-PW182-M"	"Tubastraea sp"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-148-PW183-M_above"	"1256-148-PW183-M"	"Pavona gigantea"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-152-PW185-M_above"	"1256-152-PW185-M"	"Psammocora stellata"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-155-PW186-M_above"	"1256-155-PW186-M"	"Psammocora stellata"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-158-PW187-M_above"	"1256-158-PW187-M"	"Psammocora stellata"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-161-PW190-M_above"	"1256-161-PW190-M"	"Pocillopora damicornis"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-163-PW191-M_above"	"1256-163-PW191-M"	"Pocillopora damicornis"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-165-PW192-M_above"	"1256-165-PW192-M"	"Pocillopora damicornis"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-169-PW193-M_above"	"1256-169-PW193-M"	"Gardineroseris planulata"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-172-PW194-M_above"	"1256-172-PW194-M"	"Porites lobata"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-175-PW195-M_above"	"1256-175-PW195-M"	"Pocillopora elegans"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-178-PW197-M_above"	"1256-178-PW197-M"	"Porites lobata"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-185-PW199-M_above"	"1256-185-PW199-M"	"Pocillopora elegans"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-190-PW202-M_above"	"1256-190-PW202-M"	"Pocillopora elegans"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-193-PW203-M_above"	"1256-193-PW203-M"	"Pavona varians"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-196-PW204-M_above"	"1256-196-PW204-M"	"Pavona varians"	"E11"	"Panama"	"Eastern Pacific"	"mucus_above"	"mucus"	"above"
"1256-200-HI6-M_above"	"1256-200-HI6-M"	"Porites lobata"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-203-HI7-M_above"	"1256-203-HI7-M"	"Montipora capitata"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-206-HI8-M_above"	"1256-206-HI8-M"	"Pocillopora meandrina"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-209-HI10-M_above"	"1256-209-HI10-M"	"Pocillopora meandrina"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-212-HI57-M_above"	"1256-212-HI57-M"	"Leptastrea purpurea"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-216-HI58-M_above"	"1256-216-HI58-M"	"Lobactis scutaria"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-219-HI59-M_above"	"1256-219-HI59-M"	"Montipora capitata"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-222-HI60-M_above"	"1256-222-HI60-M"	"Pavona varians"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-225-HI61-M_above"	"1256-225-HI61-M"	"Porites evermanni"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-228-HI62-M_above"	"1256-228-HI62-M"	"Pavona varians"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-232-HI63-M_above"	"1256-232-HI63-M"	"Lobactis scutaria"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-235-HI64-M_above"	"1256-235-HI64-M"	"Pocillopora damicornis"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-238-HI65-M_above"	"1256-238-HI65-M"	"Porites lobata"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-241-HI66-M_above"	"1256-241-HI66-M"	"Leptastrea purpurea"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-244-HI67-M_above"	"1256-244-HI67-M"	"Porites evermanni"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-247-HI68-M_above"	"1256-247-HI68-M"	"Gardineroseris planulata"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-251-HI69-M_above"	"1256-251-HI69-M"	"Gardineroseris planulata"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-254-HI70-M_above"	"1256-254-HI70-M"	"Lobactis scutaria"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-259-HIB-M_above"	"1256-259-HIB-M"	"Pocillopora damicornis"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-262-HICM_above"	"1256-262-HICM"	"Tubastraea coccinea"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-266-HID-M_above"	"1256-266-HID-M"	"Pocillopora meandrina"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-269-HIE-M_above"	"1256-269-HIE-M"	"Pocillopora damicornis"	"E15"	"Hawaii, United States"	"North Pacific"	"mucus_above"	"mucus"	"above"
"1256-274-P5-M_above"	"1256-274-P5-M"	"Orbicella franksi"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-288-P7-M_above"	"1256-288-P7-M"	"Orbicella franksi"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-291-P8-M_above"	"1256-291-P8-M"	"Orbicella faveolata"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-294-P11-M_above"	"1256-294-P11-M"	"Orbicella annularis"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-298-P12-M_above"	"1256-298-P12-M"	"Orbicella annularis"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-303-P479-M_above"	"1256-303-P479-M"	"Porites porites"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-305-P480-M_above"	"1256-305-P480-M"	"Porites porites"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-307-P481-M_above"	"1256-307-P481-M"	"Porites porites"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-309-P482-M_above"	"1256-309-P482-M"	"Agaricia tenuifolia"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-311-P483-M_above"	"1256-311-P483-M"	"Agaricia tenuifolia"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-313-P484-M_above"	"1256-313-P484-M"	"Agaricia tenuifolia"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-315-P485-M_above"	"1256-315-P485-M"	"Agaricia tenuifolia"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-319-P486-M_above"	"1256-319-P486-M"	"Agaricia tenuifolia"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-321-P489-M_above"	"1256-321-P489-M"	"Stephanocoenia intersepta"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-323-P492-M_above"	"1256-323-P492-M"	"Eusmilia fastigiata"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-324-P493-M_above"	"1256-324-P493-M"	"Eusmilia fastigiata"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-326-P494-M_above"	"1256-326-P494-M"	"Eusmilia fastigiata"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-330-P497-M_above"	"1256-330-P497-M"	"Siderastrea siderea"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-332-P498-M_above"	"1256-332-P498-M"	"Siderastrea siderea"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-333-P499-M_above"	"1256-333-P499-M"	"Diploria labyrinthiformis"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-337-P502-M_above"	"1256-337-P502-M"	"Acropora palmata"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-338-P503-M_above"	"1256-338-P503-M"	"Acropora palmata"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-340-P504-M_above"	"1256-340-P504-M"	"Acropora palmata"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-342-P507-M_above"	"1256-342-P507-M"	"Acropora cervicornis"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-344-P508-M_above"	"1256-344-P508-M"	"Meandrina meandrites"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-346-P509-M_above"	"1256-346-P509-M"	"Meandrina meandrites"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-348-P510-M_above"	"1256-348-P510-M"	"Meandrina meandrites"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-350-P511-M_above"	"1256-350-P511-M"	"Meandrina meandrites"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-352-P512-M_above"	"1256-352-P512-M"	"Meandrina meandrites"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"1256-358-P501-M_above"	"1256-358-P501-M"	"Diploria labyrinthiformis"	"E2"	"Panama"	"Caribbean"	"mucus_above"	"mucus"	"above"
"126-PC4-M_above"	"PC4_M"	"Montastraea cavernosa"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"133-PC6-M_above"	"PC6_M"	"Orbicella franksi"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"140-PC5-M_above"	"PC5_M"	"Orbicella franksi"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"150-PC11-M_above"	"PC11_M"	"Orbicella annularis"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"153-PC12-M_above"	"PC12_M"	"Orbicella annularis"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"156-PC13-M_above"	"PC13_M"	"Orbicella annularis"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"158-PC17-M_above"	"PC17_M"	"Porites astreoides"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"161-PC18-M_above"	"PC18_M"	"Porites astreoides"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"164-PC19-M_above"	"PC19_M"	"Porites astreoides"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"169-PC20-M_above"	"PC20_M"	"Porites porites"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"172-PC21-M_above"	"PC21_M"	"Porites porites"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"174-PC22-M_above"	"PC22_M"	"Porites porites"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"176-PC23-M_above"	"PC23_M"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"177-PC24-M_above"	"PC24_M"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"180-PC25-M_above"	"PC25_M"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"200-PC26-M_above"	"PC26_M"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"202-PC27-M_above"	"PC27_M"	"Agaricia tenuifolia"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"204-PC28-M_above"	"PC28_M"	"Stephanocoenia intersepta"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"206-PC29-M_above"	"PC29_M"	"Stephanocoenia intersepta"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"212-PC31-M_above"	"PC31_M"	"Stephanocoenia intersepta"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"213-PC32-M_above"	"PC32_M"	"Stephanocoenia intersepta"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"214-PC33-M_above"	"PC33_M"	"Eusmilia fastigiata"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"215-PC34-M_above"	"PC34_M"	"Eusmilia fastigiata"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"216-PC35-M_above"	"PC35_M"	"Eusmilia fastigiata"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"217-PC36-M_above"	"PC36_M"	"Eusmilia fastigiata"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"218-PC37-M_above"	"PC37_M"	"Siderastrea siderea"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"219-PC38-M_above"	"PC38_M"	"Siderastrea siderea"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"220-PC39-M_above"	"PC39_M"	"Siderastrea siderea"	"E2"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"234-C318-M_above"	"C_318_M"	"Orbicella faveolata"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"237-C319-M_above"	"C_319_M"	"Orbicella faveolata"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"240-C320-M_above"	"C_320_M"	"Orbicella faveolata"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"252-C326-M_above"	"C_326_M"	"Montastraea cavernosa"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"263-C330-M_above"	"C_330_M"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"272-C333-M_above"	"C_333_M"	"Orbicella annularis"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"284-C337-M_above"	"C_337_M"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"295-C339-M_above"	"C_339_M"	"Diploria labyrinthiformis"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"298-C341-T_above"	"C_341_M"	"Orbicella faveolata"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"379-C439-M_above"	"C_439_M"	"Stephanocoenia intersepta"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"382-C440-M_above"	"C_440_M"	"Stephanocoenia intersepta"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"385-C441-M_above"	"C_441_M"	"Stephanocoenia intersepta"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
"388-C442-M_above"	"C_442_M"	"Stephanocoenia intersepta"	"E12"	"Colombia"	"Caribbean"	"mucus_above"	"mucus"	"above"
